Facility Name,Address,Street address,City,State,Zipcode,Phone Number,Website,Still Open,Provides Abortions,New clinic since last update,MAB,Surgical/aspiration,MAB Gestational Limit,Surgical/aspiration Gestational Limit,Date Opened (Year),Date Updated
"Planned Parenthood of Northern, Central and Southern New Jersey, Inc.: Delran Center","8008 Route 130N Delran, NJ 08075",8008 Route 130N,Delran,NJ,8075,(609) 788-3195,https://www.plannedparenthood.org/health-center/new-jersey/delran/08075/delran-4147-90900,Currently Open,Provides Abortions,Yes,Yes,No,11w,,,6/8/20
"Planned Parenthood of Northern, Central and Southern New Jersey, Inc.: Elizabeth Health Center","1171 Elizabeth Avenue, Elizabeth, NJ 07201",1171 Elizabeth Avenue,Elizabeth,NJ,7201,(908) 351-5384,https://www.plannedparenthood.org/health-center/new-jersey/elizabeth/07201/elizabeth-health-center-2599-90900/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/8/20
"Planned Parenthood of Northern, Central and Southern New Jersey, Inc.: Englewood Health Center","46 N Van Brunt Street, Englewood, NJ 07631",46 N Van Brunt Street,Englewood,NJ,7631,(201) 894-0966,https://www.plannedparenthood.org/health-center/new-jersey/englewood/07631/englewood-health-center-2946-90900/abortion,Currently Open,Provides Abortions,No,Yes,No,10w,,,6/8/20
"Planned Parenthood of Northern, Central and Southern New Jersey, Inc.: Flemington Health Center","349 Rt 31 South Countryside Plaza, Building B, Suite 503, Flemington, NJ 08822","349 Rt 31 South Countryside Plaza, Building B, Suite 503",Flemington,NJ,8822,(908) 782-7727,https://www.plannedparenthood.org/health-center/new-jersey/flemington/08822/flemington-health-center-2596-90900/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,7/24/20
"Planned Parenthood of Northern, Central and Southern New Jersey, Inc.: Freehold Center","800 W Main Street, Freehold, NJ 07728",800 W Main Street,Freehold,NJ,7728,(732) 431-1717,https://www.plannedparenthood.org/health-center/new-jersey/freehold/07728/freehold-center-2683-90900/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/8/20
"Planned Parenthood of Northern, Central and Southern New Jersey, Inc.: Hackensack Health Center","575 Main Street, Hackensack, NJ 07601",575 Main Street,Hackensack,NJ,7601,(201) 489-1140,https://www.plannedparenthood.org/health-center/new-jersey/hackensack/07601/hackensack-health-center-2947-90900/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,7/24/20
"Planned Parenthood of Northern, Central and Southern New Jersey, Inc.: Hamilton Health Center","2279 State Highway 33 Golden Crest Corporate Center - Suite 510, Hamilton Square, NJ 08690",2279 State Highway 33 Golden Crest Corporate Center - Suite 510,Hamilton Square,NJ,8690,(609) 788-3233,https://www.plannedparenthood.org/health-center/new-jersey/hamilton-square/08690/hamilton-health-center-2343-90900/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/8/20
"Planned Parenthood of Northern, Central and Southern New Jersey, Inc.: Morristown Health Center","196 Speedwell Ave., Morristown, NJ 07960",196 Speedwell Ave.,Morristown,NJ,7960,(973) 539-1364,https://www.plannedparenthood.org/health-center/new-jersey/morristown/07960/morristown-health-center-3307-90900/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/8/20
"Planned Parenthood of Northern, Central and Southern New Jersey, Inc.: New Brunswick Center","10B Industrial Drive, New Brunswick, NJ 08901",10B Industrial Drive,New Brunswick,NJ,8901,(732) 246-2411,https://www.plannedparenthood.org/health-center/new-jersey/new-brunswick/08901/new-brunswick-center-2684-90900/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/8/20
"Planned Parenthood of Northern, Central and Southern New Jersey, Inc.: Newton Health Center","8 Moran Street, Newton, NJ 07860",8 Moran Street,Newton,NJ,7860,(973) 383-5218,https://www.plannedparenthood.org/health-center/new-jersey/newton/07860/newton-health-center-2555-90900/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/8/20
"Planned Parenthood of Northern, Central and Southern New Jersey, Inc.: Perth Amboy Center","450 Market Street, Perth Amboy, NJ 08861",450 Market Street,Perth Amboy,NJ,8861,(732) 442-4499,https://www.plannedparenthood.org/health-center/new-jersey/perth-amboy/08861/perth-amboy-center-3053-90900/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/8/20
"Planned Parenthood of Northern, Central and Southern New Jersey, Inc.: Shrewsbury Center","69 East Newman Springs Road PO Box 95, Shrewsbury, NJ 07702",69 East Newman Springs Road PO Box 95,Shrewsbury,NJ,7702,(732) 842-9300,https://www.plannedparenthood.org/health-center/new-jersey/shrewsbury/07702/shrewsbury-center-3510-90900/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,13w,,6/8/20
"Planned Parenthood of Northern, Central and Southern New Jersey, Inc.: Trenton Health Center","437 East State Street, Trenton, NJ 08608",437 East State Street,Trenton,NJ,8608,(609) 599-4881,https://www.plannedparenthood.org/health-center/new-jersey/trenton/08608/trenton-health-center-3304-90900/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,12w,,6/8/20
"Planned Parenthood of Northern, Central and Southern New Jersey, Inc.: Washington Health Center","66 East Washington Avenue, Washington, NJ 07882",66 East Washington Avenue,Washington,NJ,7882,(908) 454-3000,https://www.plannedparenthood.org/health-center/new-jersey/washington/07882/washington-health-center-2598-90900/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/8/20
"Planned Parenthood of Orange & San Bernardino Counties, Inc: Anaheim Health Center","303 W Lincoln #105, Anaheim, CA 92805",303 W Lincoln #105,Anaheim,CA,92805,(714) 922-4100,https://www.plannedparenthood.org/health-center/california/anaheim/92805/anaheim-health-center-2284-90160,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of Orange & San Bernardino Counties, Inc: Victorville","15403 Park Ave E., Victorville, CA 92392",15403 Park Ave E.,Victorville,CA,92392,(909) 890-5511,https://www.plannedparenthood.org/health-center/california/victorville/92392/victorville-health-center-4082-90160/abortion,Currently Open,Provides Abortions,No,Yes,No,10w,,2015,7/8/20
"Planned Parenthood of Orange & San Bernardino Counties, Inc.: Costa Mesa Health Center","1520 Nutmeg Place Suite 101, Costa Mesa, CA 92626",1520 Nutmeg Place Suite 101,Costa Mesa,CA,92626,(714) 922-4100,https://www.plannedparenthood.org/health-center/california/costa-mesa/92626/costa-mesa-health-center-2286-90160,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of Orange & San Bernardino Counties, Inc.: Mission Viejo Health Center","26137 La Paz Road #200, Mission Viejo, CA 92691",26137 La Paz Road #200,Mission Viejo,CA,92691,(714) 922-4100,https://www.plannedparenthood.org/health-center/california/mission-viejo/92691/mission-viejo-health-center-2288-90160,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of Orange & San Bernardino Counties, Inc.: Orange Health Center","700 S Tustin Street, Orange, CA 92866",700 S Tustin Street,Orange,CA,92866,(714) 922-4100,https://www.plannedparenthood.org/health-center/california/orange/92866/orange-health-center-3264-90160,Currently Open,Provides Abortions,No,Yes,Yes,10w,23.6w,,7/8/20
"Planned Parenthood of Orange & San Bernardino Counties, Inc.: San Bernardino Health Center","1873 S. Commercenter West, San Bernardino CA 92408",1873 S. Commercenter West,San Bernadino,CA,92408,(909) 890-5511,https://www.plannedparenthood.org/health-center/california/san-bernardino/92408/san-bernardino-health-center-2282-90160,Currently Open,Provides Abortions,No,Yes,Yes,10w,20w,,7/8/20
"Planned Parenthood of Orange & San Bernardino Counties, Inc.: Santa Ana Health Center","1421 E. 17th Street, Santa Ana, CA 92705",1421 E. 17th Street,Santa Ana,CA,92705,(714) 922-4100,https://www.plannedparenthood.org/health-center/california/santa-ana/92705/santa-ana-health-center-2287-90160,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of Orange & San Bernardino Counties, Inc.: Upland Health Center","918 W Foothill Blvd. #A, Upland, CA 91786",918 W Foothill Blvd. #A,Upland,CA,91786,(909) 890-5511,https://www.plannedparenthood.org/health-center/california/upland/91786/upland-health-center-2283-90160,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of Orange & San Bernardino Counties, Inc.: Westminster Health Center","14372 Beach Blvd., Westminster, CA 92683",14372 Beach Blvd.,Westminster,CA,92683,(714) 922-4100,https://www.plannedparenthood.org/health-center/california/westminster/92683/westminster-health-center-2285-90160,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/8/20
"Planned Parenthood of South, East and North Florida, Inc.: Jacksonville Health Center","5978 Powers Avenue, Jacksonville, FL 32217",5978 Powers Avenue,Jacksonville,FL,32217,(904) 399-2800,https://www.plannedparenthood.org/health-center/florida/jacksonville/32217/jacksonville-health-center-3278-90320/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,6/26/20
"Planned Parenthood of South, East, and North Florida, Inc.: Boca Raton Health Center","8177 Glades Rd., Bay 25, Boca Raton, FL 33434","8177 Glades Rd., Bay 25",Boca Raton,FL,33434,(561) 226-4116,https://www.plannedparenthood.org/health-center/florida/boca-raton/33434/boca-raton-health-center-3863-90320/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/26/20
"Planned Parenthood of South, East, and North Florida, Inc.: Golden Glades - Miami Health Center","585 N.W. 161 St. Suites 200-300, Miami, FL 33169",585 N.W. 161 St. Suites 200-300,Miami,FL,33169,(305) 830-4111,https://www.plannedparenthood.org/health-center/florida/miami/33169/golden-glades-miami-health-center-4183-90320/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,15.6w,,6/26/20
"Planned Parenthood of South, East, and North Florida, Inc.: Jean Shehan Health Center","1378 Coral Way, 4th Fl, Miami, FL 33145","1378 Coral Way, 4th Fl",Miami,FL,33145,(305) 285-5535,https://www.plannedparenthood.org/health-center/florida/miami/33145/jean-shehan-health-center-3369-90320/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/26/20
"Planned Parenthood of South, East, and North Florida, Inc.: Kendall Health Center","8900 SW 117th Avenue Unit 207-B, Miami, FL 33186",89SW 117th Avenue Unit 207-B,Miami,FL,33186,(786) 263-0001,https://www.plannedparenthood.org/health-center/florida/miami/33186/kendall-health-center-2258-90320,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/26/20
"Planned Parenthood of South, East, and North Florida, Inc.: Pembroke Pines Health Center","263 North University Drive, Pembroke Pines, FL 33024",263 North University Drive,Pembroke Pines,FL,33024,(954) 989-5747,https://www.plannedparenthood.org/health-center/florida/pembroke-pines/33024/pembroke-pines-health-center-3917-90320/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/26/20
"Planned Parenthood of South, East, and North Florida, Inc.: Tallahassee Health Center","2618 W Tennessee Street, Tallahassee, FL 32304",2618 W Tennessee Street,Tallahassee,FL,32304,(850) 574-7455,https://www.plannedparenthood.org/health-center/florida/tallahassee/32304/tallahassee-health-center-2154-90320/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,2018,6/26/20
"Planned Parenthood of South, East, and North Florida, Inc.: Treasure Coast Health Center","1696 SE Hillmoor Dr, Port Saint Lucie, FL 34952",1696 SE Hillmoor Dr,Port Saint Lucie,FL,34952,(772) 692-2023,https://www.plannedparenthood.org/health-center/florida/port-saint-lucie/34952/treasure-coast-health-center-2627-90320,Currently Open,Provides Abortions,Yes,Yes,No,11w,,2020,6/26/20
"Planned Parenthood of South, East, and North Florida, Inc.: Wellington Health Center (West Palm Beach)","10111 Forest Hill Blvd, Suite 340, Wellington, FL 33414","10111 Forest Hill Blvd, Suite 340",Wellington,FL,33414,(561) 296-4919,https://www.plannedparenthood.org/health-center/florida/wellington/33414/wellington-health-center-west-palm-beach-4066-90320/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,15.6w,,7/24/20
"Planned Parenthood of Southern New England, Inc.: Bridgeport Center","4697 Main Street, Bridgeport, CT 06606",4697 Main Street,Bridgeport,CT,6606,(203) 366-0664,https://www.plannedparenthood.org/health-center/connecticut/bridgeport/06606/bridgeport-center-4275-90220/abortion,Currently Open,Provides Abortions,No,Yes,No,10.6w,,,6/16/20
"Planned Parenthood of Southern New England, Inc.: Hartford North Center","1229 Albany Avenue, Hartford, CT 06112",1229 Albany Avenue,Hartford,CT,6112,(860) 728-0203,https://www.plannedparenthood.org/health-center/connecticut/hartford/06112/hartford-north-center-2220-90220/abortion,Currently Open,Provides Abortions,No,Yes,No,10.6w,,,6/16/20
"Planned Parenthood of Southern New England, Inc.: Manchester Center","319B Main Street, Manchester, CT 06040",319B Main Street,Manchester,CT,6040,(860) 643-1607,https://www.plannedparenthood.org/health-center/connecticut/manchester/06040/manchester-center-2221-90220/abortion,Currently Open,Provides Abortions,No,Yes,No,10.6w,,,6/16/20
"Planned Parenthood of Southern New England, Inc.: Meriden Center","26 Women's Way, Meriden, CT 06451",26 Women's Way,Meriden,CT,6451,(203) 238-0542,https://www.plannedparenthood.org/health-center/connecticut/meriden/06451/meriden-center-2543-90220/abortion,Currently Open,Provides Abortions,No,Yes,No,10.6w,,,6/16/20
"Planned Parenthood of Southern New England, Inc.: New Haven Center","345 Whitney Avenue, New Haven, CT 06511",345 Whitney Avenue,New Haven,CT,6511,(203) 503-0450,https://www.plannedparenthood.org/health-center/connecticut/new-haven/06511/new-haven-center-3271-90220/abortion,Currently Open,Provides Abortions,No,Yes,Yes,10.6w,18.6w,,6/16/20
"Planned Parenthood of Southern New England, Inc.: Norwich Center","12 Case Street, Norwich, CT 06360",12 Case Street,Norwich,CT,6360,(860) 889-5211,https://www.plannedparenthood.org/health-center/connecticut/norwich/06360/norwich-center-2217-90220/abortion,Currently Open,Provides Abortions,No,Yes,Yes,10.6w,14.6w,,6/18/20
"Planned Parenthood of Southern New England, Inc.: Providence Health Center","175 Broad Street, Providence, RI 02903",175 Broad Street,Providence,RI,2903,(401) 421-9620,https://www.plannedparenthood.org/health-center/rhode-island/providence/02903/providence-health-center-3362-90220/abortion,Currently Open,Provides Abortions,No,Yes,Yes,9.6w,19.6w,,6/24/20
"Planned Parenthood of Southern New England, Inc.: Stamford Center","35 Sixth Street, Stamford, CT 06902",35 Sixth Street,Stamford,CT,6902,(203) 327-2722,https://www.plannedparenthood.org/health-center/connecticut/stamford/06902/stamford-center-2536-90220/abortion,Currently Open,Provides Abortions,No,Yes,Yes,10.6w,11.6w,,6/18/20
"Planned Parenthood of Southern New England, Inc.: Waterbury Center","969 W Main Street, Waterbury, CT 06708",969 W Main Street,Waterbury,CT,6708,(203) 753-2119,https://www.plannedparenthood.org/health-center/connecticut/waterbury/06708/waterbury-center-2540-90220/abortion,Currently Open,Provides Abortions,No,Yes,No,10.6w,,,6/18/20
"Planned Parenthood of Southern New England, Inc.: West Hartford Center","1030 New Britain Ave, West Hartford, CT 06110",1030 New Britain Ave,West Hartford,CT,6110,(860) 953-6201,https://www.plannedparenthood.org/health-center/connecticut/west-hartford/06110/west-hartford-center-2216-90220/abortion,Currently Open,Provides Abortions,No,Yes,Yes,10.6w,14.6w,,6/18/20
"Planned Parenthood of Southern New England, Inc.: Willimantic Center","1548 W Main Street, Willimantic, CT 06226",1548 W Main Street,Willimantic,CT,6226,(860) 423-8426,https://www.plannedparenthood.org/health-center/connecticut/willimantic/06226/willimantic-center-2224-90220/abortion,Currently Open,Provides Abortions,No,Yes,No,9.6w,,,6/18/20
Planned Parenthood of Southwest and Central Florida: East Orlando Health Center,"11500 University Blvd, Orlando, FL 32817",11500 University Blvd,Orlando,FL,32817,(407) 246-1788,https://www.plannedparenthood.org/health-center/florida/orlando/32817/east-orlando-health-center-2857-90300/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,22.6w,,6/26/20
Planned Parenthood of Southwest and Central Florida: Fort Myers Health Center,"6418 Commerce Park Drive, Fort Myers, FL 33966",6418 Commerce Park Drive,Fort Myers,FL,33966,(239) 481-9999,https://www.plannedparenthood.org/health-center/florida/ft.-myers/33919/fort-myers-health-center-2505-90300/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,17.6w,,6/26/20
Planned Parenthood of Southwest and Central Florida: Kissimmee Health Center,"610 Oak Commons Blvd., Kissimmee, FL 34741",610 Oak Commons Blvd.,Kissimmee,FL,34741,(407) 246-1788,https://www.plannedparenthood.org/health-center/florida/kissimmee/34741/kissimmee-health-center-4144-90300/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/26/20
Planned Parenthood of Southwest and Central Florida: North Tampa Health Center,"236 E. Bearss Avenue, Tampa, FL 33613",236 E. Bearss Avenue,Tampa,FL,33613,(813) 443-9694,https://www.plannedparenthood.org/health-center/florida/tampa/33613/north-tampa-health-center-4274-90300/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,22.6w,,6/26/20
Planned Parenthood of Southwest and Central Florida: Sarasota Health Center,"736 Central Avenue, Sarasota, FL 34236",736 Central Avenue,Sarasota,FL,34236,(941) 953-4060,https://www.plannedparenthood.org/health-center/florida/sarasota/34236/sarasota-health-center-2189-90300/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,17.6w,,6/26/20
Planned Parenthood of Southwest Ohio Region: Cincinnati Surgical Center,"2314 Auburn Avenue, Cincinnati, OH 45219",2314 Auburn Avenue,Cincinnati,OH,45219,(513) 287-6488,https://www.plannedparenthood.org/health-center/ohio/cincinnati/45219/cincinnati-surgical-center-3347-91260/abortion,Currently Open,Provides Abortions,No,Yes,Yes,10w,21.6w,,6/29/20
Planned Parenthood of Southwestern Oregon: Ashland Health Center,"1532 Siskiyou Blvd., Ashland, OR 97520",1532 Siskiyou Blvd.,Ashland,OR,97520,(541) 344-9411,https://www.plannedparenthood.org/health-center/oregon/ashland/97520/ashland-health-center-2370-91380,Currently Open,Provides Abortions,No,Yes,No,10w,,,6/4/20
Planned Parenthood of Southwestern Oregon: Eugene-Springfield Health Center,"3579 Franklin Blvd, Eugene, OR 97403",3579 Franklin Blvd,Eugene,OR,97403,(541) 344-9411,https://www.plannedparenthood.org/health-center/oregon/eugene/97403/eugene-springfield-health-center-4075-91380,Currently Open,Provides Abortions,No,Yes,Yes,10w,13.6w,,6/4/20
Planned Parenthood of Southwestern Oregon: Grants Pass Health Center,"160 NW Franklin Blvd., Grants Pass, OR 97526",160 NW Franklin Blvd.,Grants Pass,OR,95726,(541) 344-9411,https://www.plannedparenthood.org/health-center/oregon/grants-pass/97526/grants-pass-health-center-2371-91380,Currently Open,Provides Abortions,No,Yes,No,10w,,,6/4/20
Planned Parenthood of Southwestern Oregon: Medford Health Center,"125 South Central, Medford, OR 97501",125 South Central,Medford,OR,97501,(541) 344-9411,https://www.plannedparenthood.org/health-center/oregon/medford/97501/medford-health-center-2367-91380,Currently Open,Provides Abortions,No,Yes,No,10w,,,6/4/20
Planned Parenthood of Southwestern Oregon: West Eugene Health Center,"793 N. Danebo Avenue, Eugene, OR 97402",793 N. Danebo Avenue,Eugene,OR,97402,(541) 344-9411,https://www.plannedparenthood.org/health-center/oregon/eugene/97402/west-eugene-health-center-3069-91380/abortion,Currently Open,Provides Abortions,Yes,Yes,No,11w,,2019,6/4/20
Planned Parenthood of Tennessee and North Mississippi: Knoxville Health Center,"710 North Cherry St., Knoxville, TN 37914",710 North Cherry St.,Knoxville,TN,37914,(866) 711-1717,https://www.plannedparenthood.org/health-center/tennessee/knoxville/37914/knoxville-health-center-2610-91550,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/24/20
Planned Parenthood of Tennessee and North Mississippi: Memphis Health Center - Midtown,"2430 Poplar Avenue, Memphis, TN 38112",2430 Poplar Avenue,Memphis,TN,38112,(866) 711-1717,https://www.plannedparenthood.org/health-center/tennessee/memphis/38112/memphis-health-center-midtown-3348-91550,Currently Open,Provides Abortions,No,Yes,Yes,11w,19.6w,,6/24/20
Planned Parenthood of Tennessee and North Mississippi: Memphis Health Center near Summer and I240,"835 Virginia Run Cove, Memphis, TN 38122",835 Virginia Run Cove,Memphis,TN,38122,(866) 711-1717,https://www.plannedparenthood.org/health-center/tennessee/memphis/38122/memphis-health-center-near-summer-and-i240-4247-91550/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/24/20
Planned Parenthood of Tennessee and North Mississippi: Nashville Health Center,"412 Dr. D.B. Todd, Jr. Blvd., Nashville, TN 37203","412 Dr. D.B. Todd, Jr. Blvd.",Nashville,TN,37203,(866) 711-1717,https://www.plannedparenthood.org/health-center/tennessee/nashville/37203/nashville-health-center-2716-91550,Currently Open,Provides Abortions,No,Yes,Yes,11w,19.6w,,6/24/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Anchorage Health Center,"4001 Lake Otis Parkway #101, Anchorage, AK 99508",4001 Lake Otis Parkway #101,Anchorage,AK,99508,(800) 769-0045,https://www.plannedparenthood.org/health-center/alaska/anchorage/99508/anchorage-health-center-3254-91810,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,6/24/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Boise Health Center,"3668 N. Harbor Lane, Boise, ID 83703",3668 N. Harbor Lane,Boise,ID,83703,(800) 769-0045,https://www.plannedparenthood.org/health-center/idaho/boise/83703/boise-health-center-2939-91810,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/10/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Bremerton Health Center,"723 NE Riddell Road, Suite A, Bremerton, WA 98310","723 NE Riddell Road, Suite A",Bremerton,WA,98310,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/bremerton/98310/bremerton-health-center-2461-91810,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,6/5/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Central District Health Center,"2001 E Madison, Seattle, WA 98122",2001 E Madison,Seattle,WA,98122,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/seattle/98122/central-district-health-center-3309-91810,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,6/5/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Centralia Health Center,"1020 W Main Street, Centralia, WA 98531",1020 W Main Street,Centralia,WA,98531,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/centralia/98531/centralia-health-center-2453-91810,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/5/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Eastside-Bellevue Health Center,"14730 NE 8th St., Bellevue, WA 98007",14730 NE 8th St.,Bellevue,WA,98007,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/bellevue/98007/eastside-bellevue-health-center-4151-91810,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,6/5/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Everett Health Center,"1509 32nd St., Everett, WA 98201",1509 32nd St.,Everett,WA,98201,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/everett/98201/everett-health-center-2994-91810,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,6/5/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Fairbanks Health Center,"1867 Airport Way, Suite 160B, Fairbanks, AK 99701","1867 Airport Way, Suite 160B",Fairbanks,AK,99701,(800) 769-0045,https://www.plannedparenthood.org/health-center/alaska/fairbanks/99701/fairbanks-health-center-2603-91810,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,6/24/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Federal Way Health Center,"1105 S 348th Street #B103, Federal Way, WA 98003",1105 S 348th Street #B103,Federal Way,WA,98003,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/federal-way/98003/federal-way-health-center-2503-91810,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/5/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: First Hill Health Center,"1229 Madison Street, Seattle, WA 98104",1229 Madison Street,Seattle,WA,98104,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/seattle/98104/first-hill-health-center-4069-91810,Currently Open,Provides Abortions,No,Yes,Yes,11w,24w,,6/5/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Honolulu Health Center,"839 S Beretania Street, Honolulu, HI 96813",839 S Beretania Street,Honolulu,HI,96813,(800) 769-0045,https://www.plannedparenthood.org/health-center/hawaii/honolulu/96813/honolulu-health-center-2951-91810,Currently Open,Provides Abortions,No,Yes,Yes,11w,16.6w,,6/23/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Juneau Health Center,"3231 Glacier Hwy., Juneau, AK, 99801",3231 Glacier Hwy,Juneau,AK,99801,(800) 769-0045,https://www.plannedparenthood.org/health-center/alaska/juneau/99801/juneau-health-center-3865-91810,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,6/24/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Kahului Health Center,"140 Hoohana Street, Suite 303, Kahului, HI 96732","140 Hoohana Street, Suite 303",Kahului,HI,96732,(800) 769-0045,https://www.plannedparenthood.org/health-center/hawaii/kahului/96732/kahului-health-center-2950-91810,Currently Open,Provides Abortions,No,Yes,Yes,11w,17.6w,,6/23/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Kent Valley Health Center,"10056 SE 240th #A, Kent, WA 98031",10056 SE 240th #A,Kent,WA,98031,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/kent/98031/kent-valley-health-center-2501-91810,Currently Open,Provides Abortions,No,Yes,No,11w,,2017,6/5/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Lynnwood Health Center,"19505 76th Ave W. 200, Lynnwood, WA 98036",19505 76th Ave W. 200,Lynnwood,WA,98036,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/lynnwood/98036/lynnwood-health-center-2996-91810,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/5/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Marysville Health Center,"10210 State Ave., Marysville, WA 98271",10210 State Ave.,Marysville,WA,98271,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/marysville/98271/marysville-health-center-2457-91810,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/5/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Meridian Health Center,"2112 East Franklin Road, Meridian, ID 83642",2112 East Franklin Road,Meridian,ID,83642,(800) 769-0045,https://www.plannedparenthood.org/health-center/idaho/meridian/83642/meridian-health-center-4105-91810,Currently Open,Provides Abortions,No,Yes,Yes,11w,15.6w,,6/10/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Olympia Health Center,"402 Legion Way, Suite 201, Olympia, WA 98501","402 Legion Way, Suite 201",Olympia,WA,98501,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/olympia/98501/olympia-health-center-2460-91810,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,6/5/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Port Angeles Health Center,"426 East 8th Street, Port Angeles, WA 98362",426 East 8th Street,Port Angeles,WA,98362,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/port-angeles/98362/port-angeles-health-center-3972-91810,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/5/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Puyallup Health Center,"702-30th Ave SW, Puyallup, WA 98373",702-30th Ave SW,Puyallup,WA,98373,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/puyallup/98373/puyallup-health-center-2504-91810,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/5/20
Planned Parenthood of the Great Northwest and the Hawaiian Islands: Shelton Health Center,"2505 Olympic Hwy N, #400, Shelton, WA 98584","2505 Olympic Hwy N, #400",Shelton,WA,98584,(800) 769-0045,https://www.plannedparenthood.org/health-center/washington/shelton/98584/shelton-health-center-2462-91810,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/5/20
