fid,SVIth1,SVIth2,SVIth3,SVIth4,SVIS,GEOID
"1278",0.0506,0.0993,0.504,0.2229,0.0978,"55087"
"1279",0.0051,0.0589,0.277,0.1117,0.0134,"55089"
"1280",0.2032,0.2289,0.1706,0.1554,0.1019,"55091"
"1281",0.0439,0.0258,0.3747,0.4661,0.0806,"55093"
"1282",0.143,0.3926,0.1414,0.1076,0.0873,"55095"
"1283",0.1793,0.0312,0.4008,0.5788,0.1653,"55097"
"1284",0.2892,0.5396,0.7109,0.4839,0.4551,"55101"
"1285",0.3121,0.4301,0.2837,0.4467,0.3073,"55103"
"1286",0.3825,0.6186,0.5954,0.3814,0.4561,"55105"
"1287",0.4602,0.6533,0.1958,0.3015,0.3465,"55107"
"1288",0.0038,0.1493,0.2528,0.0567,0.0146,"55109"
"1289",0.1825,0.298,0.4027,0.4011,0.2344,"55111"
"1290",0.1631,0.219,0.3075,0.2238,0.1382,"55115"
"1291",0.0994,0.1385,0.5635,0.5476,0.2245,"55117"
"1292",0.2904,0.4018,0.2471,0.2063,0.2,"55119"
"1293",0.2013,0.3849,0.5657,0.3263,0.2812,"55121"
"1294",0.3975,0.2869,0.2658,0.696,0.3834,"55123"
"1295",0.2315,0.1067,0.653,0.4285,0.2688,"55127"
"1296",0.0083,0.079,0.2786,0.0433,0.0099,"55131"
"1297",0.1389,0.3308,0.2954,0.3352,0.1815,"55135"
"1298",0.3567,0.2483,0.5043,0.4951,0.3653,"55137"
"1299",0.1446,0.3407,0.3457,0.1948,0.1535,"55141"
"1300",0.4452,0.695,0.4613,0.2283,0.3955,"56003"
"1301",0.2274,0.3343,0.7673,0.8198,0.5029,"56007"
"1302",0.1975,0.2983,0.2448,0.4155,0.2048,"56009"
"1303",0.0573,0.1293,0.0837,0.1668,0.0328,"56011"
"1304",0.4041,0.8023,0.4158,0.7106,0.5624,"56013"
"1305",0.3662,0.3193,0.5444,0.2738,0.3264,"56015"
"1306",0.092,0.5642,0.1165,0.4142,0.1774,"56019"
"1307",0.1729,0.2862,0.5629,0.4031,0.2697,"56021"
"1308",0.1436,0.5431,0.4438,0.4766,0.2952,"56025"
"1309",0.0287,0.142,0.3553,0.1684,0.0659,"56029"
"1310",0.1067,0.4368,0.4454,0.036,0.0952,"56031"
"1311",0.0143,0.1939,0.2372,0.3664,0.0895,"56033"
"1312",0.0357,0.2687,0.348,0.015,0.0293,"56035"
"1313",0.4293,0.6482,0.3687,0.2751,0.3732,"56043"
"1314",0.3022,0.226,0.4276,0.6581,0.3475,"56045"
"1315",0.2232,0.199,0.4358,0.3359,0.2162,"01003"
"1316",0.6879,0.4492,0.2751,0.2741,0.4516,"01019"
"1317",0.7685,0.8513,0.6966,0.3636,0.7602,"01021"
"1318",0.8162,0.6673,0.4247,0.1579,0.564,"01027"
"1319",0.7271,0.8596,0.6979,0.2353,0.6873,"01041"
"1320",0.8035,0.7354,0.7625,0.4779,0.8022,"01049"
"1321",0.8306,0.8071,0.2216,0.5454,0.7038,"01057"
"1322",0.9376,0.9169,0.4626,0.2716,0.7955,"01061"
"1323",0.5185,0.5833,0.8099,0.6211,0.6621,"01073"
"1324",0.8726,0.7214,0.2034,0.3251,0.6264,"01075"
"1325",0.5465,0.1522,0.7189,0.9214,0.6602,"01081"
"1326",0.778,0.8475,0.3002,0.4209,0.671,"01093"
"1327",0.9143,0.2846,0.8214,0.9233,0.9016,"01109"
"1328",0.8771,0.8848,0.4215,0.8685,0.8863,"01123"
"1329",0.6,0.1324,0.7087,0.809,0.6255,"01125"
"1330",0.6732,0.8017,0.9226,0.936,0.9064,"04003"
"1331",0.6061,0.5689,0.9277,0.9825,0.8828,"04019"
"1332",0.4411,0.3871,0.6609,0.5791,0.521,"04025"
"1333",0.828,0.9287,0.7415,0.49,0.8576,"05003"
"1334",0.4268,0.5145,0.0729,0.3158,0.2793,"05005"
"1335",0.1742,0.1684,0.8087,0.3136,0.2707,"05007"
"1336",0.5506,0.377,0.7813,0.524,0.5952,"05015"
"1337",0.5443,0.5648,0.6351,0.9764,0.7892,"05019"
"1338",0.5102,0.5151,0.0417,0.0895,0.2083,"05023"
"1339",0.6401,0.9459,0.383,0.2038,0.5643,"05025"
"1340",0.6847,0.9195,0.5622,0.5393,0.7589,"05029"
"1341",0.5662,0.8695,0.6062,0.9058,0.8041,"05031"
"1342",0.7424,0.6049,0.391,0.9456,0.801,"05043"
"1343",0.7016,0.9102,0.1515,0.3843,0.5834,"05055"
"1344",0.7984,0.7784,0.4043,0.8462,0.8188,"05059"
"1345",0.7443,0.979,0.8631,0.6581,0.9045,"05061"
"1346",0.7838,0.8551,0.7647,0.7625,0.8768,"05071"
"1347",0.7271,0.8984,0.5307,0.6367,0.7898,"05073"
"1348",0.7978,0.8287,0.0901,0.5613,0.6471,"05075"
"1349",0.6643,0.8838,0.3505,0.4187,0.6306,"05081"
"1350",0.8051,0.9287,0.3792,0.9822,0.9124,"05091"
"1351",0.8366,0.9526,0.5078,0.6816,0.8656,"05103"
"1352",0.7831,0.7211,0.1041,0.6406,0.636,"05105"
"1353",0.6471,0.9054,0.588,0.4572,0.7124,"05109"
"1354",0.7646,0.8768,0.6934,0.503,0.8054,"05139"
"1355",0.5108,0.2047,0.8348,0.8825,0.6745,"05143"
"1356",0.314,0.5973,0.5135,0.063,0.235,"06009"
"1357",0.7959,0.887,0.8319,0.837,0.9178,"06033"
"1358",0.6924,0.0535,0.7832,0.7198,0.5997,"06035"
"1359",0.0334,0.0751,0.8415,0.6985,0.2701,"06041"
"1360",0.4783,0.3594,0.618,0.5938,0.5293,"06043"
"1361",0.7529,0.4476,0.7822,0.5769,0.7516,"06049"
"1362",0.2175,0.2248,0.5524,0.2076,0.2045,"06057"
"1363",0.2557,0.3684,0.547,0.2388,0.2653,"06063"
"1364",0.1188,0.1054,0.2646,0.0882,0.0452,"06091"
"1365",0.657,0.8695,0.5304,0.6307,0.7411,"06105"
"1366",0.3624,0.3607,0.5505,0.6692,0.4688,"06109"
"1367",0.8669,0.2958,0.9331,0.9943,0.9452,"08003"
"1368",0.1022,0.1433,0.8946,0.3613,0.2662,"08005"
"1369",0.2608,0.1251,0.6224,0.3413,0.257,"08007"
"1370",0.5634,0.7291,0.68,0.3941,0.6086,"08009"
"1371",0.1334,0.0111,0.7157,0.5673,0.1704,"08013"
"1372",0.008,0.0322,0.6963,0.1458,0.049,"08014"
"1373",0.115,0.2913,0.4432,0.4881,0.2389,"08015"
"1374",0.5038,0.1223,0.6931,0.0624,0.2589,"08017"
"1375",0.4401,0.3387,0.5552,0.0449,0.2433,"08027"
"1376",0.6554,0.49,0.6644,0.6466,0.6866,"08029"
"1377",0.0022,0.0678,0.503,0.0376,0.015,"08035"
"1378",0.2379,0.2646,0.7539,0.5782,0.3927,"08041"
"1379",0.5847,0.405,0.6765,0.7036,0.6525,"08043"
"1380",0.149,0.0073,0.5333,0.4104,0.0987,"08049"
"1381",0.0248,0.0232,0.6749,0.1987,0.0627,"08059"
"1382",0.2185,0.9163,0.384,0.2085,0.3188,"08061"
"1383",0.3373,0.6902,0.8058,0.4015,0.5153,"08063"
"1384",0.1487,0.0159,0.5982,0.355,0.1194,"08069"
"1385",0.0401,0.2872,0.2728,0.0216,0.0261,"08079"
"1386",0.3086,0.5906,0.6975,0.7329,0.5471,"08081"
"1387",0.1006,0.1012,0.3317,0.0255,0.0239,"08091"
"1388",0.1522,0.2178,0.8379,0.3499,0.2955,"08095"
"1389",0.0271,0.035,0.4941,0.2607,0.0656,"08097"
"1390",0.0325,0.0038,0.5492,0.4546,0.0634,"08107"
"1391",0.0124,0.0076,0.5657,0.2677,0.0331,"08113"
"1392",0.5943,0.8329,0.5536,0.6164,0.6936,"08115"
"1393",0.2815,0.1519,0.8555,0.5279,0.3994,"08123"
"1394",0.0806,0.0118,0.5002,0.3461,0.0694,"09013"
"1395",0.2704,0.106,0.8504,0.5562,0.3761,"10003"
"1396",0.299,0.3174,0.7679,0.4247,0.4019,"10005"
"1397",0.5105,0.0115,0.7615,0.8937,0.4729,"12001"
"1398",0.4389,0.5915,0.6705,0.7144,0.6076,"12005"
"1399",0.3197,0.3346,0.695,0.3489,0.3713,"12009"
"1400",0.3783,0.4457,0.6434,0.547,0.4889,"12015"
"1401",0.6697,0.4989,0.4814,0.5304,0.6022,"12017"
"1402",0.4704,0.3426,0.8937,0.8281,0.692,"12031"
"1403",0.3229,0.3021,0.7784,0.1019,0.2799,"12035"
"1404",0.8099,0.3333,0.6186,0.8781,0.8083,"12037"
"1405",0.7382,0.8259,0.5871,0.5314,0.7567,"12041"
"1406",0.7296,0.3779,0.5097,0.4352,0.592,"12045"
"1407",0.6357,0.6721,0.6514,0.213,0.549,"12053"
"1408",0.4643,0.5804,0.7622,0.5855,0.6029,"12069"
"1409",0.5022,0.0334,0.689,0.8497,0.4943,"12073"
"1410",0.8064,0.7717,0.638,0.469,0.7793,"12075"
"1411",0.7134,0.6285,0.6998,0.6281,0.7535,"12083"
"1412",0.2599,0.1923,0.7112,0.6313,0.386,"12091"
"1413",0.293,0.2614,0.773,0.8112,0.5169,"12103"
"1414",0.722,0.7966,0.9061,0.9013,0.9035,"12105"
"1415",0.6096,0.6122,0.9026,0.4941,0.7185,"12111"
"1416",0.1965,0.0487,0.8653,0.185,0.1844,"12117"
"1417",0.15,0.3422,0.5403,0.3104,0.236,"12119"
"1418",0.8258,0.9322,0.7249,0.9312,0.9424,"12121"
"1419",0.4525,0.4406,0.7033,0.5205,0.5347,"12127"
"1420",0.3561,0.3126,0.5673,0.9503,0.5822,"12131"
"1421",0.5675,0.5533,0.7962,0.0506,0.4204,"13013"
"1422",0.8201,0.3222,0.4868,0.8319,0.7653,"13035"
"1423",0.514,0.3645,0.836,0.8208,0.6949,"13051"
"1424",0.1583,0.1757,0.9217,0.2264,0.2669,"13067"
"1425",0.6083,0.1344,0.1897,0.9118,0.5156,"13083"
"1426",0.2392,0.3785,0.5377,0.1907,0.2363,"13103"
"1427",0.8487,0.7205,0.7982,0.5234,0.8338,"13105"
"1428",0.0293,0.0614,0.7845,0.0159,0.0373,"13117"
"1429",0.8567,0.9764,0.8984,0.5234,0.9258,"13131"
"1430",0.5328,0.5212,0.7552,0.312,0.5379,"13133"
"1431",0.6443,0.333,0.8112,0.7163,0.7146,"13137"
"1432",0.8146,0.5107,0.5021,0.567,0.7232,"13149"
"1433",0.8538,0.4982,0.5759,0.3493,0.6927,"13159"
"1434",0.8583,0.056,0.4034,0.3699,0.4917,"13171"
"1435",0.4586,0.355,0.4015,0.3101,0.3519,"13177"
"1436",0.6296,0.7654,0.4912,0.2904,0.5564,"13181"
"1437",0.8312,0.3136,0.7529,0.9398,0.8662,"13185"
"1438",0.785,0.694,0.6259,0.2168,0.6417,"13195"
"1439",0.7726,0.6466,0.3387,0.8819,0.7799,"13201"
"1440",0.0182,0.228,0.5785,0.0096,0.0354,"13219"
"1441",0.6596,0.3814,0.7354,0.2012,0.5217,"13221"
"1442",0.2538,0.3142,0.5899,0.0194,0.1376,"13223"
"1443",0.4761,0.2601,0.7574,0.2719,0.428,"13237"
"1444",0.5389,0.4887,0.567,0.462,0.5341,"13241"
"1445",0.842,0.9029,0.5731,0.724,0.8691,"13255"
"1446",0.8108,0.5626,0.5291,0.7781,0.7968,"13257"
"1447",0.7975,0.9424,0.7338,0.8093,0.9108,"13275"
"1448",0.5538,0.3967,0.0449,0.3639,0.3258,"13281"
"1449",0.8494,0.8456,0.7577,0.7838,0.9013,"13285"
"1450",0.3596,0.446,0.3578,0.3005,0.3115,"13291"
"1451",0.9099,0.5712,0.5912,0.7644,0.8532,"13293"
"1452",0.8621,0.4779,0.745,0.9752,0.9166,"13305"
"1453",0.7354,0.8577,0.8822,0.2455,0.7561,"13317"
"1454",0.5395,0.5524,0.462,0.6753,0.579,"16005"
"1455",0.3385,0.6441,0.1971,0.1226,0.2143,"16007"
"1456",0.721,0.9331,0.3365,0.5581,0.7334,"16009"
"1457",0.5115,0.6294,0.7918,0.1961,0.507,"16011"
"1458",0.2306,0.3018,0.845,0.2518,0.3239,"16013"
"1459",0.3061,0.163,0.1203,0.0401,0.0672,"16015"
"1460",0.2586,0.4734,0.645,0.377,0.3634,"16019"
"1461",0.736,0.5747,0.8462,0.4082,0.7366,"16027"
"1462",0.1373,0.2346,0.4425,0.3378,0.1917,"16029"
"1463",0.3083,0.2872,0.3136,0.0583,0.1414,"16041"
"1464",0.6172,0.1999,0.6845,0.3983,0.5137,"16043"
"1465",0.3752,0.1235,0.6422,0.1729,0.2525,"16051"
"1466",0.3411,0.3703,0.2079,0.4779,0.2997,"16059"
"1467",0.5452,0.8685,0.4559,0.3709,0.5678,"16061"
"1468",0.4796,0.7593,0.5072,0.0618,0.3424,"16071"
"1469",0.7532,0.6453,0.4371,0.7749,0.757,"16079"
"1470",0.1968,0.0583,0.6504,0.1452,0.1344,"16081"
"1471",0.4535,0.5084,0.7456,0.3203,0.4955,"16083"
"1472",0.6608,0.9984,0.7829,0.4336,0.8506,"16087"
"1473",0.3761,0.0678,0.2607,0.9265,0.3732,"17005"
"1474",0.4933,0.0267,0.5759,0.9185,0.4745,"17009"
"1475",0.5869,0.6307,0.8392,0.5272,0.6971,"17017"
"1476",0.501,0.9691,0.3286,0.511,0.6115,"17025"
"1477",0.4462,0.3069,0.4839,0.3865,0.3838,"17033"
"1478",0.4876,0.0872,0.6864,0.6848,0.4866,"17037"
"1479",0.4169,0.3795,0.4919,0.5447,0.4439,"17041"
"1480",0.0678,0.0379,0.8526,0.3079,0.1611,"17043"
"1481",0.7962,0.5021,0.2677,0.4623,0.5949,"17051"
"1482",0.5557,0.9825,0.1229,0.1608,0.4538,"17059"
"1483",0.2911,0.4292,0.0382,0.0188,0.0669,"17071"
"1484",0.1331,0.219,0.2633,0.0427,0.0525,"17085"
"1485",0.6299,0.2674,0.2248,0.5762,0.4624,"17087"
"1486",0.3398,0.2286,0.9309,0.2958,0.4169,"17089"
"1487",0.1118,0.2069,0.8239,0.0478,0.1398,"17093"
"1488",0.5987,0.46,0.4358,0.8294,0.6462,"17095"
"1489",0.7347,0.5673,0.4823,0.8777,0.7783,"17101"
"1490",0.2854,0.178,0.4524,0.5266,0.301,"17103"
"1491",0.3427,0.1092,0.2763,0.4228,0.2271,"17107"
"1492",0.142,0.0271,0.582,0.6393,0.1904,"17113"
"1493",0.7124,0.936,0.2821,0.6517,0.7385,"17121"
"1494",0.5548,0.1971,0.2343,0.5689,0.3914,"17135"
"1495",0.4373,0.5352,0.3263,0.7358,0.5045,"17137"
"1496",0.286,0.263,0.1299,0.7354,0.2949,"17139"
"1497",0.7032,0.5737,0.2423,0.7854,0.6487,"17145"
"1498",0.5411,0.2598,0.3741,0.5635,0.4567,"17157"
"1499",0.6433,0.8634,0.5014,0.2257,0.5707,"17169"
"1500",0.4354,0.8618,0.3617,0.4301,0.5,"17177"
"1501",0.7197,0.8854,0.539,0.7587,0.8131,"17183"
"1502",0.0073,0.1429,0.4046,0.1242,0.0449,"18011"
"1503",0.6484,0.6912,0.7943,0.5088,0.7197,"18017"
"1504",0.5567,0.6969,0.8077,0.7966,0.7701,"18039"
"1505",0.7774,0.8453,0.2541,0.6673,0.7331,"18053"
"1506",0.0032,0.121,0.5511,0.035,0.0255,"18057"
"1507",0.6844,0.8965,0.2232,0.6348,0.6748,"18075"
"1508",0.493,0.54,0.2165,0.5645,0.4414,"18077"
"1509",0.601,0.3053,0.291,0.8698,0.5809,"18121"
"1510",0.3717,0.4553,0.0926,0.5205,0.3102,"18123"
"1511",0.3968,0.1137,0.3362,0.7186,0.3484,"18133"
"1512",0.5669,0.6301,0.1913,0.9357,0.6401,"18153"
"1513",0.4471,0.4597,0.4626,0.7096,0.5242,"18163"
"1514",0.7207,0.5027,0.4021,0.8421,0.7274,"18167"
"1515",0.192,0.2063,0.0599,0.0159,0.0226,"19009"
"1516",0.3366,0.1656,0.6616,0.6663,0.4264,"19013"
"1517",0.0659,0.5256,0.0357,0.1277,0.0662,"19019"
"1518",0.1726,0.4416,0.0831,0.3107,0.158,"19025"
"1519",0.6108,0.4374,0.3085,0.9542,0.6822,"19053"
"1520",0.3822,0.8895,0.3365,0.3964,0.4653,"19057"
"1521",0.0111,0.4158,0.1929,0.263,0.0917,"19059"
"1522",0.2096,0.5848,0.6046,0.5374,0.3946,"19063"
"1523",0.201,0.006,0.7494,0.8593,0.2675,"19103"
"1524",0.0538,0.2025,0.5209,0.3938,0.1806,"19113"
"1525",0.4809,0.1812,0.8176,0.3438,0.457,"19115"
"1526",0.0981,0.248,0.2537,0.0398,0.0439,"19119"
"1527",0.4717,0.5119,0.8711,0.7415,0.6863,"19127"
"1528",0.4965,0.9592,0.3356,0.2916,0.528,"19137"
"1529",0.1611,0.2907,0.7666,0.6157,0.3768,"19153"
"1530",0.1618,0.0917,0.3658,0.3623,0.1548,"19157"
"1531",0.1274,0.0901,0.6234,0.4922,0.2207,"19167"
"1532",0.0369,0.0347,0.099,0.1767,0.0115,"19191"
"1533",0.4261,0.6699,0.823,0.7911,0.6968,"19193"
"1534",0.3516,0.6339,0.0369,0.2451,0.2274,"20003"
"1535",0.4624,0.3209,0.2939,0.8163,0.4911,"20005"
"1536",0.5245,0.8335,0.1694,0.219,0.3828,"20021"
"1537",0.1178,0.5807,0.4865,0.0134,0.1003,"20023"
"1538",0.0519,0.5234,0.1146,0.1398,0.0793,"20033"
"1539",0.2873,0.4244,0.3295,0.0583,0.1573,"20039"
"1540",0.3936,0.1442,0.1369,0.4346,0.2306,"20043"
"1541",0.2965,0.0057,0.5883,0.6991,0.2232,"20045"
"1542",0.2834,0.4024,0.8169,0.2754,0.372,"20047"
"1543",0.2838,0.2767,0.3996,0.7959,0.3952,"20053"
"1544",0.1863,0.4425,0.2127,0.0589,0.0975,"20063"
"1545",0.2236,0.5692,0.2521,0.0484,0.1255,"20065"
"1546",0.2287,0.8274,0.1382,0.1821,0.2127,"20073"
"1547",0.2596,0.3792,0.0933,0.0535,0.0876,"20089"
"1548",0.0061,0.1057,0.6861,0.0783,0.0615,"20091"
"1549",0.3742,0.7612,0.8513,0.0812,0.408,"20129"
"1550",0.0869,0.5018,0.6472,0.0544,0.15,"20135"
"1551",0.2707,0.0834,0.497,0.6555,0.2975,"20137"
"1552",0.3293,0.6367,0.4212,0.1656,0.2866,"20145"
"1553",0.1475,0.2066,0.4002,0.2254,0.1487,"20149"
"1554",0.0838,0.4868,0.5683,0.0621,0.136,"20153"
"1555",0.0984,0.1589,0.0812,0.2092,0.0605,"20157"
"1556",0.2398,0.0977,0.7787,0.4527,0.3061,"20171"
"1557",0.2484,0.482,0.6991,0.7755,0.5099,"20177"
"1558",0.1732,0.4906,0.0729,0.0223,0.0503,"20183"
"1559",0.5137,0.653,0.8539,0.1286,0.4965,"20187"
"1560",0.1879,0.8825,0.8707,0.2872,0.4678,"20203"
"1561",0.4838,0.9901,0.1843,0.6514,0.6366,"20205"
"1562",0.8172,0.6765,0.2802,0.0471,0.4398,"20207"
"1563",0.8732,0.205,0.1515,0.9303,0.7121,"21001"
"1564",0.7118,0.8717,0.1184,0.7657,0.6908,"21019"
"1565",0.4994,0.3346,0.4677,0.4155,0.4315,"21021"
"1566",0.8248,0.6246,0.2706,0.7498,0.7376,"21027"
"1567",0.8061,0.8281,0.4311,0.6641,0.792,"21031"
"1568",0.4561,0.8797,0.2127,0.5138,0.4981,"21033"
"1569",0.6576,0.064,0.3391,0.8026,0.4997,"21035"
"1570",0.2672,0.0694,0.2267,0.6778,0.2188,"21037"
"1571",0.8385,0.3228,0.0984,0.4632,0.5315,"21057"
"1572",0.8911,0.3919,0.1334,0.588,0.6357,"21061"
"1573",0.3841,0.0774,0.8029,0.7701,0.4876,"21067"
"1574",0.7048,0.3782,0.3801,0.6813,0.6124,"21077"
"1575",0.5975,0.8663,0.1057,0.6087,0.5602,"21081"
"1576",0.7946,0.6995,0.1016,0.5501,0.6096,"21085"
"1577",0.6994,0.6326,0.2728,0.496,0.5739,"21105"
"1578",0.3812,0.3795,0.8001,0.7128,0.5682,"21111"
"1579",0.5471,0.7552,0.5514,0.2703,0.5201,"21113"
"1580",0.9061,0.7771,0.1751,0.4623,0.7083,"21137"
"1581",0.5191,0.545,0.0201,0.2079,0.264,"21139"
"1582",0.9124,0.9465,0.3731,0.8379,0.9057,"21155"
"1583",0.7166,0.4136,0.3556,0.1369,0.4134,"21167"
"1584",0.7971,0.95,0.2499,0.7065,0.7987,"21173"
"1585",0.8672,0.5288,0.1407,0.4791,0.6134,"21177"
"1586",0.8389,0.8879,0.1223,0.2101,0.5799,"21183"
"1587",0.6742,0.858,0.1503,0.3282,0.5264,"21187"
"1588",0.8847,0.8418,0.0398,0.7927,0.7732,"21197"
"1589",0.551,0.6886,0.2939,0.1525,0.365,"21221"
"1590",0.8105,0.2926,0.2805,0.3792,0.5366,"21225"
"1591",0.7666,0.8045,0.4518,0.7112,0.7854,"21233"
"1592",0.3395,0.5501,0.6985,0.2658,0.3968,"22005"
"1593",0.7153,0.8666,0.3855,0.3871,0.6519,"22011"
"1594",0.3713,0.1092,0.6313,0.227,0.2643,"22023"
"1595",0.8264,0.9408,0.3098,0.6683,0.8105,"22053"
"1596",0.7019,0.68,0.6915,0.6727,0.7669,"22057"
"1597",0.7697,0.6463,0.5352,0.9516,0.8522,"22073"
"1598",0.749,0.901,0.6918,0.9335,0.9086,"22079"
"1599",0.7723,0.8507,0.687,0.5712,0.8137,"22081"
"1600",0.322,0.4877,0.6584,0.2436,0.3529,"22089"
"1601",0.7548,0.7297,0.7654,0.5053,0.7831,"22099"
"1602",0.7306,0.5129,0.68,0.8647,0.808,"22111"
"1603",0.5561,0.6835,0.5489,0.9424,0.7611,"22121"
"1604",0.9207,0.7262,0.305,0.2521,0.6685,"22123"
"1605",0.7439,0.1009,0.6425,0.8453,0.6901,"22125"
"1606",0.5825,0.6189,0.2989,0.7542,0.5946,"23003"
"1607",0.1471,0.5008,0.0783,0.1796,0.1143,"23015"
"1608",0.0803,0.0586,0.7549,0.3645,0.1783,"24003"
"1609",0.1707,0.1952,0.865,0.618,0.3818,"24005"
"1610",0.5226,0.7501,0.7138,0.2786,0.5535,"24011"
"1611",0.0398,0.2814,0.8325,0.1283,0.1723,"24017"
"1612",0.0127,0.0739,0.9124,0.1745,0.1306,"24027"
"1613",0.0908,0.4117,0.6807,0.0414,0.1331,"24041"
"1614",0.5771,0.2623,0.8599,0.9421,0.7739,"24045"
"1615",0.0468,0.1159,0.4301,0.0942,0.0564,"25001"
"1616",0.3831,0.3177,0.7682,0.6466,0.5248,"25005"
"1617",0.2471,0.0194,0.5734,0.687,0.2325,"25015"
"1618",0.0656,0.0252,0.7994,0.6603,0.2092,"25021"
"1619",0.2322,0.0952,0.7899,0.7931,0.4096,"25027"
"1620",0.5666,0.2353,0.3521,0.545,0.4481,"26003"
"1621",0.2726,0.2888,0.2283,0.0739,0.1156,"26009"
"1622",0.7717,0.6396,0.1503,0.2709,0.5054,"26011"
"1623",0.686,0.5638,0.3512,0.7396,0.6599,"26013"
"1624",0.2497,0.3184,0.1897,0.0767,0.1051,"26019"
"1625",0.5682,0.7918,0.6262,0.7214,0.7242,"26025"
"1626",0.5646,0.5075,0.1843,0.1143,0.286,"26031"
"1627",0.6389,0.631,0.1159,0.2022,0.3697,"26039"
"1628",0.1924,0.4164,0.5855,0.4126,0.3131,"26045"
"1629",0.7057,0.6565,0.15,0.4788,0.5398,"26051"
"1630",0.6682,0.4206,0.3569,0.7001,0.6035,"26057"
"1631",0.5236,0.0716,0.7571,0.8574,0.5742,"26065"
"1632",0.4538,0.3843,0.0793,0.3594,0.2825,"26071"
"1633",0.3481,0.1496,0.5737,0.6947,0.407,"26077"
"1634",0.2812,0.311,0.7988,0.6501,0.4761,"26081"
"1635",0.2296,0.6154,0.0248,0.0347,0.0787,"26083"
"1636",0.0815,0.0933,0.3983,0.0242,0.0245,"26089"
"1637",0.499,0.3448,0.2795,0.5011,0.3997,"26101"
"1638",0.0834,0.0455,0.7593,0.184,0.114,"26125"
"1639",0.5462,0.3196,0.1455,0.1952,0.2732,"26131"
"1640",0.5955,0.4011,0.2579,0.072,0.2761,"26141"
"1641",0.1694,0.0054,0.7402,0.7873,0.2236,"26161"
"1642",0.3882,0.4897,0.135,0.4266,0.3083,"27001"
"1643",0.6306,0.7284,0.4015,0.9522,0.7771,"27007"
"1644",0.2344,0.4928,0.3247,0.8755,0.4318,"27009"
"1645",0.1713,0.3457,0.1589,0.4804,0.2006,"27011"
"1646",0.3035,0.0395,0.4247,0.7549,0.2838,"27013"
"1647",0.0003,0.0688,0.3499,0.0809,0.0124,"27019"
"1648",0.3471,0.7857,0.2773,0.3158,0.35,"27021"
"1649",0.107,0.1051,0.4062,0.7157,0.2217,"27027"
"1650",0.0197,0.2031,0.7068,0.1496,0.1207,"27037"
"1651",0.0178,0.3916,0.3244,0.0653,0.0573,"27039"
"1652",0.1516,0.5431,0.2477,0.3266,0.2051,"27057"
"1653",0.057,0.2961,0.2461,0.2292,0.1006,"27073"
"1654",0.0697,0.1636,0.2881,0.3095,0.1102,"27075"
"1655",0.1987,0.1525,0.1219,0.4706,0.1576,"27077"
"1656",0.158,0.3951,0.0146,0.1009,0.0666,"27081"
"1657",0.208,0.3534,0.6498,0.7978,0.4532,"27083"
"1658",0.4274,0.9004,0.2404,0.8042,0.5917,"27095"
"1659",0.3656,0.6756,0.801,0.7116,0.6283,"27099"
"1660",0.0959,0.2292,0.4667,0.1168,0.1064,"27101"
"1661",0.0385,0.1968,0.7198,0.5871,0.2599,"27109"
"1662",0.1073,0.5466,0.2904,0.7135,0.3016,"27113"
"1663",0.2551,0.5769,0.6874,0.5823,0.4646,"27117"
"1664",0.214,0.3604,0.4409,0.7303,0.3669,"27119"
"1665",0.2048,0.0812,0.7119,0.8723,0.393,"27131"
"1666",0.014,0.0885,0.6956,0.2321,0.1108,"27139"
"1667",0.0264,0.2241,0.306,0.2426,0.0885,"27141"
"1668",0.2637,0.1328,0.6132,0.7806,0.3885,"27145"
"1669",0.1777,0.0309,0.6208,0.6539,0.2258,"27149"
"1670",0.1369,0.6788,0.3375,0.3754,0.2602,"27155"
"1671",0.4678,0.9933,0.0837,0.7962,0.6554,"27159"
"1672",0.3701,0.7393,0.8593,0.2808,0.5191,"27165"
"1673",0.251,0.0162,0.4008,0.7743,0.2115,"27169"
"1674",0.0207,0.1321,0.3152,0.1509,0.0462,"27171"
"1675",0.928,0.7736,0.3448,0.8074,0.8541,"28019"
"1676",0.728,0.886,0.4155,0.1592,0.5717,"28037"
"1677",0.7968,0.9233,0.7237,0.766,0.892,"28067"
"1678",0.5545,0.6199,0.511,0.3919,0.5306,"28073"
"1679",0.7653,0.921,0.6402,0.9688,0.9283,"28075"
"1680",0.8608,0.6374,0.4438,0.2926,0.6634,"28077"
"1681",0.8054,0.8109,0.3887,0.6033,0.7586,"28085"
"1682",0.7191,0.4725,0.3301,0.5985,0.6045,"28131"
"1683",0.8197,0.5979,0.6921,0.8768,0.865,"28137"
"1684",0.9054,0.9236,0.4906,0.6068,0.8646,"28139"
"1685",0.7481,0.8516,0.6558,0.8354,0.8605,"28149"
"1686",0.7752,0.9704,0.3126,0.1108,0.5962,"28155"
"1687",0.1949,0.4308,0.0293,0.0742,0.0736,"29005"
"1688",0.7395,0.7778,0.6886,0.3384,0.7099,"29009"
"1689",0.7245,0.6355,0.0665,0.3534,0.4793,"29017"
"1690",0.3102,0.0216,0.6313,0.7144,0.2927,"29019"
"1691",0.3981,0.276,0.2697,0.483,0.3232,"29027"
"1692",0.7949,0.9978,0.0519,0.468,0.7455,"29035"
"1693",0.4576,0.5123,0.2187,0.4852,0.3892,"29053"
